Client,Count_CA,Count_SA,Count_MF,Count_OVD,Count_CC,Count_CL,ActBal_CA,ActBal_SA,ActBal_MF,ActBal_OVD,ActBal_CC,ActBal_CL
1215,1,,,,,,3079.5114285714,,,,,
1216,1,,,,,1,166.9182142857,,,,,4202.2014285714
1217,1,,,,,,6752.2446428572,,,,,
1218,1,1,,,,,54.8239285714,1584.6432142857,,,,
1219,1,,,,,,5164.2064285714,,,,,
1220,1,1,,1,1,,1242.6432142857,26851.7246428571,,493.2075,1.4285714286,
1221,1,,,1,,,2577.3292857143,,,0,,
1222,1,,,,,,21770.8125,,,,,
1223,1,,,,,,143.3167857143,,,,,
1224,1,,,,,,116.3314285714,,,,,
1225,1,,,,,,3749.135,,,,,
1226,1,,4,1,1,,35.7142857143,,15589.2267857143,0,1.1785714286,
1227,1,2,,,,,106.7432142857,35945.7435714286,,,,
1228,1,,,,,,1018.8925,,,,,
1229,1,,,,,,324.0157142857,,,,,
1230,1,,1,1,1,,3.1092857143,,9198.6382142857,0,382.2635714286,
1231,1,,,,,,819.8539285714,,,,,
1232,1,,,,,,18.0892857143,,,,,
1233,1,,,,,,199.5110714286,,,,,
1234,1,,,,,,0.0192857143,,,,,
1235,1,1,6,,,,27.6721428571,5936.2707142857,10492.5539285714,,,
1236,1,1,,,,,2278.6146428572,0,,,,
1237,1,1,,,,1,1028.4814285714,728.4482142857,,,,10059.6957142857
1238,1,,,,,,602.6167857143,,,,,
1239,1,,,,,,1421.0607142857,,,,,
1240,1,,,1,,2,5.8428571429,,,0,,194.8039285714
1241,1,,,1,,,22939.27,,,0,,
1242,1,,2,1,,,281.6489285714,,12436.5721428571,28.2946428571,,
1243,2,,3,,,,1.2914285714,,8745.7857142857,,,
1244,1,,,,,,2392.7146428572,,,,,
1245,1,,,,,,538.6903571429,,,,,
1246,1,,,,,,12519.4,,,,,
1247,1,1,,1,,,790.3917857143,0.0096428571,,0,,
1248,2,,1,,,,12.7164285714,,10422.8496428571,,,
1249,1,,,,,,7292.5478571429,,,,,
1250,1,,,1,,,825.8328571429,,,0,,
1251,1,,,1,,,809.2982142857,,,0,,
1252,1,2,2,,,,95.5782142857,12681.2107142857,0,,,
1253,1,,,1,,,1181.3639285714,,,0,,
1254,1,,,,,,740.4503571429,,,,,
1255,1,,,,,,7410.4110714286,,,,,
1256,1,,,1,1,,237.1485714286,,,0,426.4360714286,
1257,1,,,,,,1693.3775,,,,,
1258,1,1,7,1,,,147.0489285714,357.9221428571,0,0,,
1259,2,,,,,1,0,,,,,2933.3135714286
1260,1,2,,,,,2811.3828571429,3586.7117857143,,,,
1261,1,,,1,,,958.0035714286,,,336.21,,
1262,1,1,1,,,,5.7278571429,35256.9778571429,1350.0739285714,,,
1263,1,,,1,1,1,0,,,1211.6210714286,2.3571428571,4233.1360714286
1264,1,,,,,,12992.5107142857,,,,,
1265,1,,,,,,2941.9939285714,,,,,
1266,1,,1,1,,,2094.6692857143,,7743.5771428572,0,,
1267,1,1,,1,,1,1753.0407142857,1959.8710714286,,461.3339285714,,4312.3846428572
1268,1,,,,,,491.3907142857,,,,,
1269,1,,,,,,514.055,,,,,
1270,1,,,,,,3.6582142857,,,,,
1271,2,1,1,1,,,4492.0617857143,1990.5028571429,0,0,,
1272,1,,1,,,,5786.2057142857,,5861.2089285714,,,
1273,1,,,,,,165.95,,,,,
1274,1,,6,,,,15.485,,0,,,
1275,1,,,,,,39.7917857143,,,,,
1276,1,,,,,2,13915.9253571429,,,,,1764.5892857143
1277,1,1,5,,1,,7.3610714286,3230.0964285714,0,,1.4285714286,
1278,1,1,,1,,,3964.0125,87992.2560714286,,0,,
1279,1,,,,,,3812.3167857143,,,,,
1280,1,,,,,,25191.65,,,,,
1281,1,,,,,,7241.1389285714,,,,,
1282,1,,3,,1,,12164.7792857143,,1909.8492857143,,-4.4642857143,
1283,1,,,,,,616.2014285714,,,,,
1284,1,,,,,,17.9171428571,,,,,
1285,1,,,,,,84.3035714286,,,,,
1286,1,,3,,,,5612.3525,,3567.8396428572,,,
1287,1,,,1,1,,2962.5217857143,,,0,315.0121428571,
1288,1,1,,1,1,,275.5017857143,539.5925,,0,9.5,
1289,1,3,4,,,,1904.9267857143,7925.1489285714,0,,,
1290,1,,,1,,,17862.9192857143,,,335.5207142857,,
1291,1,1,3,1,,,1728.6575,5836.7907142857,36624.9482142857,0,,
1292,1,,,,,,244.8164285714,,,,,
1293,1,1,,1,,,465.5467857143,257.125,,0,,
1294,1,,,1,,,980.1721428571,,,0,,
1295,1,,,1,1,1,1651.1428571429,,,901.6160714286,216.9971428571,301.5546428571
1296,1,,,,,1,82.895,,,,,3237.48
1297,1,,,,,,14.6460714286,,,,,
1298,3,,,,,1,40.6971428571,,,,,639.8746428571
1299,1,,,,,,1725.3710714286,,,,,
1300,1,,,1,,,0,,,0,,
1301,1,,,1,,,603.4128571429,,,93.6035714286,,
1302,1,1,,,,,35.8346428571,1888.0625,,,,
1303,1,,,,,,24326.445,,,,,
1304,1,,,1,,,4963.1210714286,,,0,,
1305,1,,,1,,,73.5664285714,,,0,,
1306,1,,,,,,253.2121428571,,,,,
1307,1,,,1,,,0.0128571429,,,0,,
1308,1,,,,,,12.6128571429,,,,,
1309,1,,,,,,0.0403571429,,,,,
1310,1,,,,,,4018.2067857143,,,,,
1311,1,,,,,,155.6346428571,,,,,
1312,3,,,,,,11295.4571428571,,,,,
1313,1,,,,,,1041.4446428572,,,,,
1314,1,,,1,,,3404.6553571429,,,0,,
1315,1,,,1,1,1,2926.4828571429,,,289.6335714286,0.7142857143,2475.7928571429
1316,1,1,,1,1,,2145.81,5861.0046428572,,0,43.3214285714,
1317,1,,,,,,435.1732142857,,,,,
1318,1,,,,,,3547.1307142857,,,,,
1319,1,,,,,,232.7953571429,,,,,
1320,1,,,1,,,395.2632142857,,,573.0067857143,,
1321,1,,,,,,25.1953571429,,,,,
1322,1,,2,1,,,454.6960714286,,0,93.7267857143,,
1323,1,,,,,,325.3625,,,,,
1324,1,1,2,,,,16287.6278571429,0,11404.1453571429,,,
1325,1,1,,,,,14561.7403571429,9648.3657142857,,,,
1326,1,,,,,,2174.4875,,,,,
1327,1,,,,,,7733.0492857143,,,,,
1328,1,,7,,,,505.8885714286,,0,,,
1329,1,,45,,,,715.9089285714,,90062.9460714286,,,
1330,1,1,,,,,5264.3267857143,118932.763928571,,,,
1331,1,,,,,,1091.6975,,,,,
1332,1,,,1,,,0,,,516.2825,,
1333,1,,,,,1,15106.0975,,,,,1113.3182142857
1334,1,1,,,1,,11.1835714286,204.4207142857,,,1.8928571429,
1335,1,,,1,,,91.2832142857,,,0,,
1336,1,,,,,,1315.715,,,,,
1337,1,1,6,,,,0,3930.255,3644.2621428572,,,
1338,1,,,,,,150.8196428571,,,,,
1339,1,,,,,,8518.8575,,,,,
1340,1,,,,,,50.7203571429,,,,,
1341,1,,,,,,5413.2992857143,,,,,
1342,1,,,1,,,14998.1110714286,,,0,,
1343,1,,,1,,1,77.9414285714,,,0,,3681.46
1344,1,,,1,,,33954.5028571429,,,0,,
1345,1,2,,,1,1,490.44,73.4625,,,158.6428571429,4250.1167857143
1346,2,,,,,,651.4214285714,,,,,
1347,1,,,1,,,11238.1775,,,118.4496428571,,
1348,1,1,3,,,,5316.2228571429,3786.695,308.8821428571,,,
1349,1,,,1,,,172.2239285714,,,0,,
1350,1,,,,,,4.2496428571,,,,,
1351,1,1,5,,,,45.9810714286,7402.6339285714,932.4157142857,,,
1352,1,,,,,,2228.3939285714,,,,,
1353,1,,,,1,,1257.3753571429,,,,30.0660714286,
1354,1,,,,,,21425.3114285714,,,,,
1355,1,,,,,,0.5932142857,,,,,
1356,1,,,,,,235.3210714286,,,,,
1357,1,,,,,,2.4282142857,,,,,
1358,1,1,,,,,8.2403571429,5352.2942857143,,,,
1359,1,1,,,,,6202.3578571429,1269.0867857143,,,,
1360,1,,,,1,,649.8921428571,,,,38.7857142857,
1361,1,,,,,,2869.1560714286,,,,,
1362,1,1,,,1,,21933.9714285714,42857.73,,,352.3739285714,
1363,1,,,,,,6533.8685714286,,,,,
1364,1,1,,1,,,0,4846.5364285714,,260.8635714286,,
1365,1,1,,,,,5130.7353571429,3772.0542857143,,,,
1366,1,,,1,,,47.1610714286,,,0,,
1367,1,1,,,,,0,39664.0860714286,,,,
1368,1,,,,,,49585.3017857143,,,,,
1369,1,,,1,1,,19.8628571429,,,0,611.7210714286,
1370,1,,,,1,,340.855,,,,712.2960714286,
1371,1,,,,,,758.8221428571,,,,,
1372,1,1,,,,,224.7582142857,549.0392857143,,,,
1373,1,,,,,,1162.3603571429,,,,,
1374,1,,,1,,,0.83,,,0,,
1375,1,,,,,,47.8282142857,,,,,
1376,1,,,,,1,123.9821428571,,,,,2953.8125
1377,3,,,,,,289.5892857143,,,,,
1378,1,,,1,,,247.3214285714,,,1019.0025,,
1379,1,,,,,,364.6164285714,,,,,
1380,1,,,,,,3572.45,,,,,
1381,1,,,,,,144.8714285714,,,,,
1382,1,,,1,,,428.8196428571,,,0,,
1383,1,1,6,,,,199.8210714286,2582.3292857143,0,,,
1384,1,1,,1,1,,8270.0664285714,237.1489285714,,713.1942857143,479.3607142857,
1385,1,1,,1,,,222.8617857143,9141.175,,680.8517857143,,
1386,1,1,,,,,74.6821428571,27918.0453571429,,,,
1387,1,,,1,,1,853.3428571429,,,0,,11462.7203571429
1388,1,1,,1,,,463.3807142857,5370.5092857143,,0,,
1389,1,,,,,,10944.8360714286,,,,,
1390,1,,,,,,13.5425,,,,,
1391,1,,,,,,2221.3028571429,,,,,
1392,1,1,3,,,,10.7142857143,1726.8857142857,0,,,
1393,1,,,,,,142.8628571429,,,,,
1394,1,,,,,,37.47,,,,,
1395,1,,,,,,926.2092857143,,,,,
1396,1,1,3,1,,,4.7046428571,26270.4103571429,9335.0857142857,0,,
1397,1,,,,,,2.6232142857,,,,,
1398,1,,3,,,,0,,0,,,
1399,1,,1,,1,1,0,,0,,301.1157142857,5921.9678571429
1400,1,,,,,,252.7957142857,,,,,
1401,1,1,,,,,881.6421428571,1430.1460714286,,,,
1402,1,,,,,,6.3078571429,,,,,
1403,1,1,8,,,,4444.185,27030.2657142857,0,,,
1404,1,,,,,,133.4310714286,,,,,
1405,1,,,,,,10056.7460714286,,,,,
1406,1,,,,,,55383.7978571429,,,,,
1407,1,,,,,,334.8167857143,,,,,
1408,1,1,1,,,,31792.1007142857,12620.79,0,,,
1409,1,,,1,,,62.5392857143,,,0,,
1410,2,1,,,,,47767.9635714286,20635.0446428571,,,,
1411,1,,1,,,,2223.1285714286,,11342.5457142857,,,
1412,1,,,,1,,5.2571428571,,,,536.6857142857,
1413,1,1,,,,,237.2960714286,56187.4339285714,,,,
1414,1,1,,,,,171575.889642857,7309.1682142857,,,,
1415,1,1,1,,,,6512.0735714286,18677.3996428571,501.0785714286,,,
1416,1,,,1,1,,840.7164285714,,,301.7503571429,0.7142857143,
1417,1,1,,,,,633.5125,2632.4453571429,,,,
1418,1,,,,,,1463.9989285714,,,,,
1419,1,1,,1,,,3499.6196428572,35787.1057142857,,331.2139285714,,
1420,1,,,,,,272.3878571429,,,,,
1421,1,,,1,,,7480.1046428572,,,428.8139285714,,
1422,1,1,,,,,2612.4946428572,880.0571428571,,,,
1423,1,,,,,,443.8607142857,,,,,
1424,1,,6,,,,604.7014285714,,1866.0714285714,,,
1425,1,,4,1,,,645.7096428571,,10888.2567857143,0,,
1426,1,,,,,,61.3575,,,,,
1427,1,1,,,,,6.5521428571,19861.2,,,,
1428,1,,,,,,8894.7182142857,,,,,
1429,1,,,1,1,1,0,,,0,1767.7853571429,1621.4217857143
1430,1,,,1,,,3016.4310714286,,,712.4285714286,,
1431,1,,,,,,1046.3171428572,,,,,
1432,1,,,,,,273.3278571429,,,,,
1433,1,,,,,,73.8521428571,,,,,
1434,2,3,,,,,13808.4728571429,10698.8132142857,,,,
1435,1,,,1,,,874.1217857143,,,0,,
1436,1,1,6,,,,1453.9053571429,2331.7110714286,4075,,,
1437,1,,,,,,323.1082142857,,,,,
1438,1,,,,,,753.5307142857,,,,,
1439,1,,,,,,9137.4878571429,,,,,
1440,1,,,1,,,1380.6664285714,,,152.2775,,
1441,1,,,,,,116.2875,,,,,
1442,1,,,1,,,0.0003571429,,,0,,
1443,1,,,1,,1,2159.6539285714,,,0,,9107.1428571429
1444,1,,,,,,2645.34,,,,,
1445,1,1,,1,,,6081.0039285714,6453.4589285714,,0,,
1446,1,,,,,,323.6457142857,,,,,
1447,1,,,1,,1,13.2785714286,,,0,,5083.0014285714
1448,1,,,,,,587.2010714286,,,,,
1449,1,1,,,,,2053.0132142857,3920.5407142857,,,,
1450,1,,,,,,83.7221428571,,,,,
1451,1,,,,,,1877.0682142857,,,,,
1452,1,,,,,,6772.4714285714,,,,,
1453,1,,,1,,,3702.84,,,339.5896428571,,
1454,1,,,,,,0,,,,,
1455,1,1,1,1,,,42.8571428571,0,0,0,,
1456,1,1,,,,,0,0,,,,
1457,1,,,,,,2928.8153571429,,,,,
1458,1,,,,,1,717.5417857143,,,,,6734.9967857143
1459,1,,,1,,,9165.92,,,702.9003571429,,
1460,1,,,,,1,2891.6785714286,,,,,881.3278571429
1461,1,,,1,,,38.3035714286,,,0,,
1462,1,,,,,,893.9132142857,,,,,
1463,1,,,,,,1041.2992857143,,,,,
1464,1,,,1,,,1780.7525,,,1670.2807142857,,
1465,1,,,,,,17.0564285714,,,,,
1466,1,,,1,,,21.6275,,,0,,
1467,2,1,,1,,,5013.7760714286,6003.5153571429,,1568.8796428572,,
1468,1,,,1,,,178.5714285714,,,0,,
1469,1,1,4,,,,32.5435714286,9686.6310714286,0,,,
1470,2,1,,1,,,0,3250.7539285714,,0,,
1471,1,,,1,,,4428.7257142857,,,0,,
1472,1,,,,,,7.1428571429,,,,,
1473,1,1,,,1,1,29.0242857143,14447.8014285714,,,653.91,1132.5903571429
1474,1,1,1,,,,4654.8692857143,6059.2317857143,0,,,
1475,1,,,,,,388.8267857143,,,,,
1476,1,,11,,,,1138.5303571429,,24442.2421428571,,,
1477,1,3,,1,,,1183.0539285714,212.6289285714,,113.845,,
1478,1,,5,,,,513.1835714286,,3773.3392857143,,,
1479,1,,,,,,472.3660714286,,,,,
1480,1,,,,,,235.3232142857,,,,,
1481,1,,,1,,,6236.1421428572,,,0,,
1482,1,,,,,,14.4821428571,,,,,
1483,1,,,,,,856.2492857143,,,,,
1484,1,,,,,,0,,,,,
1485,1,1,1,,,,180.7721428571,5295.0967857143,0,,,
1486,1,,,,,,2373.6896428572,,,,,
1487,1,1,,,,,8193.2060714286,58108.2585714286,,,,
1488,1,,,,,1,0,,,,,3420.8453571429
1489,1,,,,,,6168.9596428572,,,,,
1490,1,1,,1,1,,70.7071428571,0,,0,888.4632142857,
1491,1,,,1,,,15886.9117857143,,,0,,
1492,1,,2,,,,6.0578571429,,9021.2510714286,,,
1493,1,,,,,,9493.4025,,,,,
1494,1,,,1,1,,88.2696428571,,,0,1202.7203571429,
1495,1,1,,,,,293.1660714286,323.3885714286,,,,
1496,1,,,,1,,3574.4046428572,,,,-8.2832142857,
1497,1,,,1,,,3.1392857143,,,0,,
1498,1,,10,,,,243.1892857143,,0,,,
1499,1,,,1,,1,0,,,127.3571428571,,12738.2553571429
1500,1,,,1,,,90.4532142857,,,0,,
1501,1,,,1,,,1270.7917857143,,,0,,
1502,1,,,1,1,,711.0532142857,,,558.3321428571,408.3689285714,
1503,1,,,1,1,,93.5828571429,,,0,816.3596428571,
1504,1,,1,1,,,249.1964285714,,0,0,,
1505,1,3,,1,1,,73.135,3287.6585714286,,490.5303571429,382.625,
1506,1,,,1,,,197.46,,,586.1757142857,,
1507,1,1,,,,,4623.9567857143,29.3732142857,,,,
1508,1,1,1,,,,2719.8421428572,2678.3492857143,1400.1835714286,,,
1509,1,1,1,,,,1026.0582142857,7650.93,308.8821428571,,,
1510,1,,,1,1,,0,,,0,1400.9185714286,
1511,1,,,1,1,1,0,,,0,551.865,971.9839285714
1512,2,,,,,,542.1221428571,,,,,
1513,1,1,6,,,,0,17859.7578571429,3732.1428571429,,,
1514,1,,,,,,31.175,,,,,
1515,1,1,1,,,,4640.9692857143,11701.81,19866.0714285714,,,
1516,1,,,,1,,1471.5392857143,,,,0,
1517,1,,,,,,53.0485714286,,,,,
1518,2,,,,,,25.4067857143,,,,,
1519,1,,,1,,,165.2125,,,1076.4303571429,,
1520,1,,,,,,18.0767857143,,,,,
1521,2,,,,,,550.2889285714,,,,,
1522,1,1,2,,1,,68.9592857143,49838.2914285714,0,,212.1153571429,
1523,1,,,,,,3248.6817857143,,,,,
1524,1,,,,,,91.4335714286,,,,,
1525,1,1,,,,,2788.4903571429,1988.2785714286,,,,
1526,1,,,,,,10518.6375,,,,,
1527,1,,,1,1,,24.7828571429,,,0,17.1785714286,
1528,1,,,,,,1032.995,,,,,
1529,1,1,,,,,742.2635714286,85471.0007142857,,,,
1530,1,,,,,,14404.7678571429,,,,,
1531,1,,2,1,,,0,,2331.3367857143,0,,
1532,1,,2,,,,883.8357142857,,0,,,
1533,1,,,,,,38.075,,,,,
1534,2,2,,,,,6300.9167857143,26708.3328571429,,,,
1535,1,1,,,1,,142.8571428571,0,,,2.3571428571,
1536,1,,,,1,,1009.0710714286,,,,2.3571428571,
1537,1,,,,,,224.2932142857,,,,,
1538,1,1,,,,,2238.2657142857,0.0103571429,,,,
1539,1,3,,1,1,,46.25,8.4807142857,,0,1.4285714286,
1540,1,,,1,,,764.3778571429,,,0,,
1541,1,,,,,,548.3846428571,,,,,
1542,1,1,,,1,,54.0375,7554.2867857143,,,0.7142857143,
1543,1,1,4,,,,0.3882142857,4679.4892857143,0,,,
1544,1,,,,,,424.2896428571,,,,,
1545,1,1,,,,,8478.0903571429,281.9692857143,,,,
1546,1,,,,,,13574.3567857143,,,,,
1547,1,,,,,,151.2867857143,,,,,
1548,1,,,1,1,,676.7689285714,,,0.6946428571,0,
1549,1,1,,,,,1161.5057142857,57906.4435714286,,,,
1550,1,,,1,,,6233.7271428572,,,0,,
1551,1,,,1,,,0,,,44.6228571429,,
1552,1,,,,,,1771.4667857143,,,,,
1553,1,,,,,,108.7642857143,,,,,
1554,1,,,,,,9641.1246428572,,,,,
1555,1,,,1,,,393.3885714286,,,0,,
1556,1,,,,1,,18.7096428571,,,,-15.4792857143,
1557,1,,2,,,,55.5546428571,,0,,,
1558,2,,,,,,347.0753571429,,,,,
1559,1,,,,,,15.7189285714,,,,,
1560,1,,5,,,,3522.7428571429,,0,,,
1561,1,1,,,,,361.4703571429,1927.5317857143,,,,
1562,1,,,,,,270.7457142857,,,,,
1563,1,,,1,,,127.6814285714,,,0,,
1564,1,,,1,,,45.0978571429,,,531.6296428571,,
1565,1,,,1,,,822.2410714286,,,0,,
1566,1,,,1,,,4024.2892857143,,,0,,
1567,1,,,,,,5.5192857143,,,,,
1568,1,,,,,,24.2142857143,,,,,
1569,1,3,32,,,,14341.9978571429,51.9575,43666.0925,,,
1570,1,,,,,,0,,,,,
1571,1,,,,,,23635.8,,,,,
1572,1,1,1,,1,,346.2367857143,0.2010714286,7251.9696428572,,1.7857142857,
1573,1,1,,1,1,,0.7410714286,2089.9389285714,,0,274.7428571429,
1574,1,,,,,,478.5435714286,,,,,
1575,1,,,,,,5204.2896428572,,,,,
1576,1,,,1,,,2155.66,,,1031.0771428572,,
1577,1,,,,,,6280.635,,,,,
1578,1,,,,,,125.0478571429,,,,,
1579,1,1,3,,,,427.1817857143,8593.7439285714,0,,,
1580,1,1,,,1,1,1773.0982142857,4105.325,,,709.0103571429,2825.505
1581,1,,1,,,,74.3667857143,,5907.5939285714,,,
1582,2,,,1,1,,2.4542857143,,,698.2592857143,2.3571428571,
1583,1,,,,,,4038.9710714286,,,,,
1584,1,,,,,,0,,,,,
1585,1,,,,,,816.0564285714,,,,,
1586,1,,,,,,0,,,,,
1587,1,,,,,,7251.7339285714,,,,,
1588,1,,,1,,,27856.0692857143,,,98.8775,,
1589,1,,1,,,,5.2803571429,,6823.5571428572,,,
1590,1,,,,,,2622.9875,,,,,
1591,1,,,1,,,154.5571428571,,,0,,
1592,3,,,,,,71.6182142857,,,,,
1593,1,1,,,,,2780.175,2650.8703571429,,,,
1594,1,,,1,,,9218.7960714286,,,248.4846428571,,
1595,1,,,,1,,356.6696428571,,,,1.4285714286,
1596,1,1,,,,,69.1692857143,7168.9607142857,,,,
1597,1,,,1,,,5844.9560714286,,,0,,
1598,1,1,,,,,1785.8610714286,20516.3653571429,,,,
1599,1,,,,,,7321.4310714286,,,,,
1600,1,1,,1,,,243.6310714286,7280.2857142857,,0,,
1601,1,1,6,,,,0.7253571429,12657.74,44575.3521428571,,,
1602,1,,,,,,4380.4757142857,,,,,
1603,4,,,,,,54.4267857143,,,,,
1604,1,,,,1,,12.4185714286,,,,149.5928571429,
1605,2,,,,,,79.1428571429,,,,,
1606,1,,,,,1,2366.5767857143,,,,,270.1967857143
1607,1,,,,,1,22887.3689285714,,,,,744.8082142857
1608,1,,,,1,1,554.1657142857,,,,1.7857142857,3728.2907142857
1609,1,,,,,,206.8721428571,,,,,
1610,1,,,1,,,196.5442857143,,,460.0775,,
1611,1,,,1,,,0,,,0,,
1612,1,,,1,,1,170.5932142857,,,0,,6250
1613,1,,,,,,676.0085714286,,,,,
1614,1,,,,,,0.0103571429,,,,,
1615,2,1,,1,,,118.9389285714,314.0471428571,,0,,
